ID,Veröffentlicht,Artikelnummer,EAN code,ABAS-ID,Verwendungszweck,Produkttyp,Mounting:MountingMethod,RatingsCertifications:LuminaireType,RatingsCertifications:LuminairePictograph,Monitoring,Lieferländer-id,Supply,MaxInputVoltageAC,Anschlussquerschnitt,Betriebsart,Batterietechnologie,Lichtquelle,Konstantstrom,Farbtemperatur,RatingCertifications:Certifications,RatingsCertifications:RecognitionDistance,MaterialData:Material,HousingColorInformation:Color,ElectronicPerformanceData:MaxPower,ElectronicPerformanceData:LuminousFluxEmergency,ElectronicPerformanceData:Powerfactor,ElectronicBackupTimes:MaxBackupTime,ElectronicPerformanceData:LuminousFluxMains,TemperaturesBS:MaxTemp,TemperaturesBS:MinTemp,TemperaturesDS:MaxTemp,TemperaturesDS:MinTemp,RatingsCertifications:InsulationClass,RatingsCertifications:IKclass,RatingsCertifications:IngressProtection,Verkaufstext,HousingDimensions:Diameter,HousingDimensions:Height,HousingDimensions:Length,HousingDimension:Width
67062,1,AXEC408WL-AZ,4260682154217,"(63464,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,RAL 7016,"5,6 W",,"0,52 PF",8 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. With an installation diameter of 68 mm, this luminaire can be easily integrated into many environments. Escape and emergency routes can be ide",,225 mm,92 mm,312 mm
67060,1,AXEC403WL,4260682154187,"(63461,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,RAL 9003,"5,6 W",,"0,52 PF",3 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. With an installation diameter of 68 mm, this luminaire can be easily integrated into many environments. Escape and emergency routes can be ide",,225 mm,92 mm,312 mm
63135,1,AXEC009ML-E,4260659561680,"(3619,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE",30m,Zinc die-cast,Edelstahl,"4,5 W", lm,"0,59 PF",CPS, lm,40 °C,-20 °C,40 °C,-20 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. With an installation diameter of 68 mm, this luminaire can be easily integrated into many environments. Escape and emergency routes can be ide",,225 mm,92 mm,312 mm
63134,1,AXEC009-E,4260659561659,"(3616,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE",30m,Zinc die-cast,Edelstahl,"3,3 W", lm,"0,52 PF",CPS, lm,40 °C,-25 °C,40 °C,-25 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. With an installation diameter of 68 mm, this luminaire can be easily integrated into many environments. Escape and emergency routes can be ide",,225 mm,92 mm,312 mm
63131,1,AXEC009ML-AZ,4260659561673,"(3618,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE",30m,Zinc die-cast,RAL 7016,"4,5 W", lm,"0,59 PF",CPS, lm,40 °C,-20 °C,40 °C,-20 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. With an installation diameter of 68 mm, this luminaire can be easily integrated into many environments. Escape and emergency routes can be ide",,225 mm,92 mm,312 mm
63130,1,AXEC009-AZ,4260659561642,"(3615,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE",30m,Zinc die-cast,RAL 7016,"3,3 W", lm,"0,52 PF",CPS, lm,40 °C,-25 °C,40 °C,-25 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. With an installation diameter of 68 mm, this luminaire can be easily integrated into many environments. Escape and emergency routes can be ide",,225 mm,92 mm,312 mm
63127,1,AXEC009ML,4260659561666,"(3617,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE",30m,Zinc die-cast,RAL 9003,"4,5 W", lm,"0,59 PF",CPS, lm,40 °C,-20 °C,40 °C,-20 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. With an installation diameter of 68 mm, this luminaire can be easily integrated into many environments. Escape and emergency routes can be ide",,225 mm,92 mm,312 mm
63126,1,AXEC009,4260659561635,"(3614,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE",30m,Zinc die-cast,RAL 9003,"3,3 W", lm,"0,52 PF",CPS, lm,40 °C,-25 °C,40 °C,-25 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. With an installation diameter of 68 mm, this luminaire can be easily integrated into many environments. Escape and emergency routes can be ide",,225 mm,92 mm,312 mm
74023,1,AXCC408SC-E,4262483022177,"(89744,2,0)","Katalog,Webseite",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,Edelstahl,"2,6 W",,"0,44 PF",8 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
74022,1,AXCC408SC-AZ,4262483022160,"(89743,2,0)","Katalog,Webseite",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,RAL 7016,"2,6 W",,"0,44 PF",8 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
74021,1,AXCC408SC,4262483022153,"(89742,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,RAL 9003,"2,6 W",,"0,44 PF",8 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
68817,1,AXCC403SC-AZ,4260766555275,"(82832,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,RAL 7016,"4,2 W",,"0,6 PF",3 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
68743,1,AXCC403SC-E,4260766555282,"(82833,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,Edelstahl,"4,2 W",,"0,6 PF",3 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
68720,1,AXCC401SC-AZ,4260766555244,"(82829,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,RAL 7016,"4,2 W",,"0,6 PF",1 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
68636,1,AXCC401SC,4260766555237,"(82828,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,RAL 9003,"4,2 W",,"0,6 PF",1 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
68623,1,AXCC401SC-E,4260766555251,"(82830,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,Edelstahl,"4,2 W",,"0,6 PF",1 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
68583,1,AXCC403SC,4260766555268,"(82831,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,RAL 9003,"4,2 W",,"0,6 PF",3 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
67410,1,AXCC509CC-AZ,4260682156648,"(64210,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,CC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,24 V,"2,5 mm²",BS / DS,,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE",30m,Zinc die-cast,RAL 7016,"3,4 W",230 lm,"0,91 PF",CPS,230 lm,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
67403,1,AXCC509CC-E,4260682156655,"(64211,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,CC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,24 V,"2,5 mm²",BS / DS,,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE",30m,Zinc die-cast,Edelstahl,"3,4 W",230 lm,"0,91 PF",CPS,230 lm,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
67383,1,AXCC509CC,4260682156631,"(64209,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,CC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,24 V,"2,5 mm²",BS / DS,,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE",30m,Zinc die-cast,RAL 9003,"3,4 W",230 lm,"0,91 PF",CPS,230 lm,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
67183,1,AXCC401WL-E,4260682154866,"(63797,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,Edelstahl,"5,6 W",,"0,52 PF",1 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
67180,1,AXCC408WL-E,4260682154880,"(63799,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,Edelstahl,"5,6 W",,"0,52 PF",8 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
67112,1,AXCC403WL-E,4260682154873,"(63798,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,Edelstahl,"5,6 W",,"0,52 PF",3 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
67044,1,AXCC401WL,4260682153616,"(63382,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,RAL 9003,"5,6 W",,"0,52 PF",1 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
67034,1,AXCC408WL,4260682153654,"(63395,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,RAL 9003,"5,6 W",,"0,52 PF",8 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
67030,1,AXCC401WL-AZ,4260682153623,"(63383,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,RAL 7016,"5,6 W",,"0,52 PF",1 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
67017,1,AXCC403WL,4260682153630,"(63384,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,RAL 9003,"5,6 W",,"0,52 PF",3 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
67013,1,AXCC408WL-AZ,4260682153661,"(63396,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,RAL 7016,"5,6 W",,"0,52 PF",8 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
67007,1,AXCC403WL-AZ,4260682153647,"(63385,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Zinc die-cast,RAL 7016,"5,6 W",,"0,52 PF",3 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
62323,1,AXCC009ML-E,4260581715144,"(3525,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE",30m,Zinc die-cast,Edelstahl,"4,5 W", lm,"0,59 PF",CPS, lm,40 °C,-20 °C,40 °C,-20 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
62322,1,AXCC009-E,4260581715113,"(3522,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE",30m,Zinc die-cast,Edelstahl,"3,3 W", lm,"0,52 PF",CPS, lm,40 °C,-25 °C,40 °C,-25 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
62272,1,AXCC009ML-AZ,4260581715137,"(3524,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE",30m,Zinc die-cast,RAL 7016,"4,5 W", lm,"0,59 PF",CPS, lm,40 °C,-20 °C,40 °C,-20 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
62271,1,AXCC009-AZ,4260581715106,"(418,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE",30m,Zinc die-cast,RAL 7016,"3,3 W", lm,"0,52 PF",CPS, lm,40 °C,-25 °C,40 °C,-25 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
62200,1,AXCC009ML,4260581715120,"(3523,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE",30m,Zinc die-cast,RAL 9003,"4,5 W", lm,"0,59 PF",CPS, lm,40 °C,-20 °C,40 °C,-20 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
62199,1,AXCC009,4260581715090,"(417,2,0)","Webseite,Katalog",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,165 - 185 mA,5700 K,"Müllentsorgung,CE",30m,Zinc die-cast,RAL 9003,"3,3 W", lm,"0,52 PF",CPS, lm,40 °C,-25 °C,40 °C,-25 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. Escape and emergency routes can be identified on either one or two sides. </p>
<p>It is part of the A series luminaire family, which provides",,181 mm,80 mm,312 mm
74002,1,AMEC408SC-E,4262483021965,"(89723,2,0)","Katalog,Webseite",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,140-180 mA,5600 K,"Müllentsorgung,CE,""5 Jahre Garantie""",22m,Zinc die-cast,Edelstahl,"2,6 W",,"0,44 PF",8 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. With an installation diameter of 68 mm, this luminaire can be easily integrated into many environments. Escape and emergency routes can be ide",,182 mm,92 mm,236 mm
74001,1,AMEC408SC-AZ,4262483021958,"(89722,2,0)","Katalog,Webseite",Notleuchte,Deckeneinbau-Seil,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,140-180 mA,5600 K,"Müllentsorgung,CE,""5 Jahre Garantie""",22m,Zinc die-cast,RAL 7016,"2,6 W",,"0,44 PF",8 h,,40 °C,-5 °C,40 °C,-5 °C,2,IK 3,IP 20,"<p>Modern zinc die-cast emergency exit sign luminaire with wire suspension for recessed mounting in the ceiling. With an installation diameter of 68 mm, this luminaire can be easily integrated into many environments. Escape and emergency routes can be ide",,182 mm,92 mm,236 mm
